Respondent,OpenSource,Hobby,ConvertedSalary,CommunicationTools,LanguageWorkedWith,OperatingSystem,CompanySize,Country
Respondente_6550,No,No,0.0,nan,Matlab,Windows,"1,000 to 4,999 employees",Germany
Respondente_6551,No,Yes,13238.4,Google Hangouts/Chat,C++,Windows,20 to 99 employees,Philippines
Respondente_6552,Yes,No,83865.59999999999,Slack,Java,Linux-based,"5,000 to 9,999 employees",Brazil
Respondente_6553,No,No,0.0,nan,nan,,,Switzerland
Respondente_6554,No,No,102547.2,Office / productivity suite ,JavaScript,MacOS,Fewer than 10 employees,"Iran, Islamic Republic of..."
Respondente_6555,Yes,Yes,694170.3999999999,Jira,C,Linux-based,20 to 99 employees,Australia
Respondente_6556,No,No,390096.0,Jira,JavaScript,Windows,"10,000 or more employees",United Kingdom
Respondente_6557,No,Yes,442400.0,Google Hangouts/Chat,C#,Windows,,United States
Respondente_6558,No,Yes,502163.19999999995,Office / productivity suite ,Java,Linux-based,20 to 99 employees,Switzerland
Respondente_6559,Yes,Yes,0.0,nan,nan,,20 to 99 employees,India
Respondente_6560,No,Yes,0.0,nan,C#,Windows,,South Africa
Respondente_6561,Yes,Yes,2613609.5999999996,Confluence,JavaScript,MacOS,"10,000 or more employees",United Kingdom
Respondente_6562,Yes,Yes,3920447.9999999995,Confluence,C,Windows,100 to 499 employees,United Kingdom
Respondente_6563,No,Yes,67200.0,Trello,JavaScript,Windows,10 to 19 employees,Ukraine
Respondente_6564,No,Yes,604598.3999999999,Jira,C++,Windows,20 to 99 employees,Australia
Respondente_6565,Yes,Yes,784000.0,Confluence,JavaScript,MacOS,"10,000 or more employees",United States
Respondente_6566,Yes,Yes,75600.0,Other chat system ,JavaScript,Linux-based,20 to 99 employees,Colombia
Respondente_6567,Yes,Yes,83059.2,Jira,JavaScript,MacOS,10 to 19 employees,Turkey
Respondente_6568,Yes,Yes,358400.0,Slack,C#,Windows,,United States
Respondente_6569,Yes,Yes,2426928.0,Other wiki tool ,C++,Windows,20 to 99 employees,United Kingdom
Respondente_6570,No,Yes,328977.6,Confluence,C++,Linux-based,10 to 19 employees,Germany
Respondente_6571,Yes,Yes,0.0,nan,JavaScript,MacOS,"1,000 to 4,999 employees",Finland
Respondente_6572,Yes,Yes,0.0,nan,Java,Windows,20 to 99 employees,China
Respondente_6573,No,Yes,274148.0,Office / productivity suite ,C++,Windows,100 to 499 employees,Germany
Respondente_6574,Yes,Yes,98716.79999999999,Confluence,JavaScript,Windows,"1,000 to 4,999 employees",Slovakia
Respondente_6575,No,No,30307.199999999997,nan,C#,Windows,Fewer than 10 employees,Mexico
Respondente_6576,No,No,683480.0,Confluence,C,Linux-based,"1,000 to 4,999 employees",Russian Federation
Respondente_6577,No,No,588000.0,Office / productivity suite ,JavaScript,Windows,"1,000 to 4,999 employees",United States
Respondente_6578,Yes,Yes,896000.0,Google Hangouts/Chat,C,MacOS,"1,000 to 4,999 employees",United States
Respondente_6579,No,Yes,0.0,nan,C,Windows,,France
Respondente_6580,No,Yes,482271.99999999994,Office / productivity suite ,C#,Windows,"10,000 or more employees",United Kingdom
Respondente_6581,Yes,Yes,225579.19999999998,Office / productivity suite ,Java,MacOS,20 to 99 employees,United Kingdom
Respondente_6582,No,No,189705.59999999998,Confluence,C++,MacOS,"10,000 or more employees",Poland
Respondente_6583,Yes,Yes,0.0,nan,C,Linux-based,,Germany
Respondente_6584,Yes,Yes,5600000.0,Confluence,Java,Windows,"10,000 or more employees",Germany
Respondente_6585,Yes,Yes,739200.0,Confluence,C,Windows,"1,000 to 4,999 employees",United States
Respondente_6586,No,Yes,84000.0,Confluence,Assembly,Linux-based,10 to 19 employees,United States
Respondente_6587,Yes,Yes,470399.99999999994,Confluence,JavaScript,MacOS,500 to 999 employees,United States
Respondente_6588,Yes,Yes,0.0,nan,nan,,,China
Respondente_6589,No,Yes,0.0,nan,nan,,10 to 19 employees,Canada
Respondente_6590,Yes,Yes,616000.0,Facebook,JavaScript,MacOS,100 to 499 employees,United States
Respondente_6591,No,Yes,700000.0,Office / productivity suite ,C#,Windows,"1,000 to 4,999 employees",United States
Respondente_6592,No,Yes,136124.8,nan,JavaScript,Windows,,United Kingdom
Respondente_6593,No,Yes,274400.0,Jira,C#,MacOS,10 to 19 employees,United States
Respondente_6594,No,Yes,0.0,Office / productivity suite ,SQL,Windows,"10,000 or more employees",India
Respondente_6595,No,Yes,38304.0,Jira,Java,Linux-based,100 to 499 employees,India
Respondente_6596,No,No,213964.8,Confluence,C++,MacOS,"1,000 to 4,999 employees",Russian Federation
Respondente_6597,Yes,Yes,530812.7999999999,Facebook,C#,Linux-based,20 to 99 employees,Israel
Respondente_6598,No,Yes,0.0,nan,Objective-C,,20 to 99 employees,Egypt
Respondente_6599,No,Yes,0.0,nan,nan,,Fewer than 10 employees,India
Respondente_6600,No,No,128150.4,Google Hangouts/Chat,C#,Linux-based,"1,000 to 4,999 employees",Argentina
Respondente_6601,No,Yes,499889.6,Jira,C#,Windows,"1,000 to 4,999 employees",Norway
Respondente_6602,No,Yes,0.0,nan,nan,,"10,000 or more employees",Brazil
Respondente_6603,No,Yes,750400.0,Office / productivity suite ,C#,MacOS,"5,000 to 9,999 employees",United States
Respondente_6604,Yes,No,60614.399999999994,nan,JavaScript,Linux-based,100 to 499 employees,Bangladesh
Respondente_6605,Yes,Yes,616834.3999999999,Confluence,CoffeeScript,MacOS,20 to 99 employees,South Africa
Respondente_6606,Yes,Yes,23520.0,nan,Assembly,MacOS,,United States
Respondente_6607,Yes,No,515199.99999999994,nan,C++,Linux-based,,United States
Respondente_6608,Yes,Yes,896000.0,Google Hangouts/Chat,Assembly,MacOS,10 to 19 employees,United States
Respondente_6609,No,Yes,0.0,Google Hangouts/Chat,Java,MacOS,,United Kingdom
Respondente_6610,Yes,No,148041.59999999998,Google Hangouts/Chat,nan,,"1,000 to 4,999 employees",Spain
Respondente_6611,No,Yes,36825.6,Google Hangouts/Chat,JavaScript,Windows,100 to 499 employees,India
Respondente_6612,No,Yes,198357.59999999998,Confluence,C#,Windows,20 to 99 employees,United Kingdom
Respondente_6613,Yes,Yes,176937.59999999998,nan,JavaScript,Windows,,Israel
Respondente_6614,Yes,Yes,336000.0,Google Hangouts/Chat,CoffeeScript,,"1,000 to 4,999 employees",United States
Respondente_6615,Yes,Yes,513391.19999999995,Jira,C#,MacOS,20 to 99 employees,United Kingdom
Respondente_6616,No,Yes,104697.59999999999,Office / productivity suite ,JavaScript,Windows,500 to 999 employees,China
Respondente_6617,No,Yes,347200.0,Slack,Go,MacOS,10 to 19 employees,United States
Respondente_6618,Yes,Yes,274148.0,Slack,Erlang,Linux-based,100 to 499 employees,Germany
Respondente_6619,Yes,Yes,0.0,nan,C,Windows,,United States
Respondente_6620,No,No,350039.19999999995,Confluence,C#,Windows,10 to 19 employees,United Kingdom
Respondente_6621,No,No,336000.0,nan,JavaScript,Windows,Fewer than 10 employees,United States
Respondente_6622,No,Yes,715635.2,Other chat system ,C++,Windows,"10,000 or more employees",United Kingdom
Respondente_6623,No,Yes,0.0,nan,nan,,20 to 99 employees,United States
Respondente_6624,Yes,Yes,789600.0,Slack,C#,MacOS,20 to 99 employees,United States
Respondente_6625,Yes,Yes,0.0,Confluence,C,MacOS,20 to 99 employees,India
Respondente_6626,Yes,Yes,37296.0,Trello,JavaScript,Windows,Fewer than 10 employees,"Iran, Islamic Republic of..."
Respondente_6627,No,Yes,246422.4,nan,C#,Windows,20 to 99 employees,South Africa
Respondente_6628,Yes,Yes,204635.19999999998,Office / productivity suite ,C,Windows,20 to 99 employees,New Zealand
Respondente_6629,Yes,Yes,52617.6,Jira,C#,Windows,"1,000 to 4,999 employees",India
Respondente_6630,Yes,Yes,583396.7999999999,Jira,JavaScript,MacOS,20 to 99 employees,United Kingdom
Respondente_6631,No,Yes,0.0,Jira,nan,,20 to 99 employees,Turkey
Respondente_6632,Yes,Yes,37027.2,Facebook,C,MacOS,10 to 19 employees,Pakistan
Respondente_6633,No,No,52600.799999999996,nan,JavaScript,Windows,,India
Respondente_6634,Yes,Yes,123379.2,Slack,C#,MacOS,10 to 19 employees,Greece
Respondente_6635,No,Yes,335395.19999999995,Confluence,C,MacOS,"10,000 or more employees",Brazil
Respondente_6636,No,Yes,459199.99999999994,Confluence,Java,Linux-based,"1,000 to 4,999 employees",United States
Respondente_6637,No,Yes,16239.999999999998,Google Hangouts/Chat,C++,Windows,20 to 99 employees,Canada
Respondente_6638,No,Yes,0.0,nan,C,Windows,,United States
Respondente_6639,Yes,Yes,0.0,nan,JavaScript,Linux-based,,Hong Kong (S.A.R.)
Respondente_6640,No,Yes,43948.799999999996,Office / productivity suite ,Java,Windows,"10,000 or more employees",India
Respondente_6641,No,Yes,225579.19999999998,Jira,JavaScript,Linux-based,20 to 99 employees,United Kingdom
Respondente_6642,No,Yes,427823.19999999995,Jira,C#,Windows,"1,000 to 4,999 employees",United Kingdom
Respondente_6643,No,Yes,711200.0,Confluence,JavaScript,MacOS,100 to 499 employees,United States
Respondente_6644,No,Yes,383600.0,Jira,C++,MacOS,500 to 999 employees,United States
Respondente_6645,Yes,Yes,537420.7999999999,Office / productivity suite ,Assembly,Linux-based,10 to 19 employees,Australia
Respondente_6646,Yes,Yes,700000.0,Confluence,Python,Linux-based,20 to 99 employees,United States
Respondente_6647,Yes,Yes,0.0,Facebook,Assembly,Linux-based,,United States
Respondente_6648,Yes,Yes,744800.0,Confluence,C,MacOS,100 to 499 employees,United States
Respondente_6649,Yes,No,90451.2,Slack,Java,Linux-based,20 to 99 employees,Germany
Respondente_6650,Yes,Yes,403065.6,Confluence,C#,Windows,,Australia
Respondente_6651,No,No,408800.0,Confluence,Go,Linux-based,,United States
Respondente_6652,No,Yes,319200.0,Office / productivity suite ,SQL,Windows,"5,000 to 9,999 employees",United States
Respondente_6653,Yes,Yes,571200.0,Confluence,C,Windows,500 to 999 employees,United States
Respondente_6654,Yes,Yes,0.0,nan,C,Linux-based,10 to 19 employees,United States
Respondente_6655,No,Yes,0.0,Office / productivity suite ,Java,Linux-based,20 to 99 employees,Germany
Respondente_6656,Yes,Yes,90720.0,Google Hangouts/Chat,C++,Linux-based,Fewer than 10 employees,United States
Respondente_6657,Yes,Yes,638400.0,Confluence,Java,Linux-based,500 to 999 employees,United States
Respondente_6658,No,Yes,560000.0,Google Hangouts/Chat,CoffeeScript,MacOS,100 to 499 employees,United States
Respondente_6659,No,No,56980.0,nan,JavaScript,Windows,"1,000 to 4,999 employees",India
Respondente_6660,No,Yes,116524.79999999999,nan,JavaScript,MacOS,"5,000 to 9,999 employees",Russian Federation
Respondente_6661,No,Yes,0.0,Other chat system ,C,Windows,Fewer than 10 employees,Canada
Respondente_6662,Yes,Yes,0.0,nan,Java,Linux-based,,Greece
Respondente_6663,No,Yes,111014.4,Office / productivity suite ,C++,Linux-based,"5,000 to 9,999 employees",Germany
Respondente_6664,No,Yes,176803.19999999998,Office / productivity suite ,C,Windows,20 to 99 employees,Belgium
Respondente_6665,Yes,Yes,0.0,nan,C,Linux-based,,India
Respondente_6666,Yes,Yes,728000.0,Confluence,Java,MacOS,20 to 99 employees,United States
Respondente_6667,Yes,Yes,0.0,Confluence,C#,Windows,"10,000 or more employees",Israel
Respondente_6668,No,No,0.0,Facebook,Kotlin,Windows,20 to 99 employees,Estonia
Respondente_6669,No,No,0.0,nan,Scala,Linux-based,,France
Respondente_6670,No,Yes,37027.2,Slack,Assembly,Windows,10 to 19 employees,France
Respondente_6671,Yes,Yes,0.0,Facebook,C#,Windows,10 to 19 employees,Pakistan
Respondente_6672,Yes,Yes,168000.0,Google Hangouts/Chat,Assembly,Windows,10 to 19 employees,United States
Respondente_6673,No,Yes,83193.59999999999,Slack,CoffeeScript,Windows,20 to 99 employees,Russian Federation
Respondente_6674,No,No,452345.6,Confluence,C#,Windows,100 to 499 employees,Netherlands
Respondente_6675,No,Yes,42739.2,Google Hangouts/Chat,JavaScript,MacOS,Fewer than 10 employees,Turkey
Respondente_6676,Yes,Yes,644000.0,Confluence,JavaScript,MacOS,20 to 99 employees,United States
Respondente_6677,Yes,Yes,287884.8,Confluence,Go,Windows,20 to 99 employees,Germany
Respondente_6678,No,Yes,392000.0,Office / productivity suite ,C#,Windows,20 to 99 employees,United States
Respondente_6679,Yes,Yes,0.0,nan,Assembly,Windows,20 to 99 employees,India
Respondente_6680,No,Yes,543200.0,Confluence,Java,Windows,"10,000 or more employees",United States
Respondente_6681,No,No,336067.19999999995,nan,C#,Windows,100 to 499 employees,Bulgaria
Respondente_6682,No,Yes,270552.8,Facebook,JavaScript,MacOS,,Canada
Respondente_6683,Yes,Yes,364000.0,Confluence,Assembly,MacOS,100 to 499 employees,Canada
Respondente_6684,Yes,Yes,303368.8,Confluence,C,,100 to 499 employees,United Kingdom
Respondente_6685,No,Yes,0.0,Confluence,Java,Linux-based,100 to 499 employees,United States
Respondente_6686,No,Yes,16800.0,nan,Java,Windows,"10,000 or more employees",United States
Respondente_6687,No,Yes,50332.799999999996,Other wiki tool ,PHP,Linux-based,500 to 999 employees,Brazil
Respondente_6688,Yes,Yes,645120.0,Jira,Assembly,Windows,"10,000 or more employees",United States
Respondente_6689,No,Yes,0.0,nan,C++,Windows,,India
Respondente_6690,No,Yes,43680.0,Google Hangouts/Chat,Java,Windows,20 to 99 employees,Pakistan
Respondente_6691,No,No,677600.0,Confluence,JavaScript,MacOS,"10,000 or more employees",United States
Respondente_6692,No,Yes,728000.0,Office / productivity suite ,nan,,100 to 499 employees,United States
Respondente_6693,Yes,Yes,241919.99999999997,Confluence,C#,Windows,"1,000 to 4,999 employees",United States
Respondente_6694,No,Yes,466715.19999999995,Office / productivity suite ,C#,Windows,100 to 499 employees,Other Country (Not Listed Above)
Respondente_6695,Yes,Yes,221009.59999999998,Confluence,C#,Windows,"1,000 to 4,999 employees",New Zealand
Respondente_6696,No,Yes,289363.19999999995,Other chat system ,Assembly,Windows,20 to 99 employees,United Kingdom
Respondente_6697,No,Yes,279568.8,Slack,JavaScript,MacOS,20 to 99 employees,Canada
Respondente_6698,Yes,Yes,65251.2,Google Hangouts/Chat,Java,Windows,100 to 499 employees,India
Respondente_6699,Yes,Yes,0.0,nan,C,Linux-based,,Sweden
Respondente_6700,No,No,0.0,nan,C++,Windows,Fewer than 10 employees,Colombia
Respondente_6701,Yes,Yes,503999.99999999994,Confluence,JavaScript,MacOS,20 to 99 employees,United States
Respondente_6702,Yes,Yes,0.0,Facebook,JavaScript,Linux-based,,Canada
Respondente_6703,No,Yes,31583.999999999996,Google Hangouts/Chat,Java,Linux-based,10 to 19 employees,India
Respondente_6704,Yes,Yes,462627.19999999995,Confluence,JavaScript,MacOS,"5,000 to 9,999 employees",Germany
Respondente_6705,Yes,No,812000.0,Google Hangouts/Chat,Java,MacOS,"10,000 or more employees",United States
Respondente_6706,No,No,233027.19999999998,Confluence,C#,Windows,100 to 499 employees,France
Respondente_6707,Yes,Yes,363249.6,Confluence,Assembly,Linux-based,,France
Respondente_6708,No,Yes,414400.0,Jira,Java,Windows,100 to 499 employees,United States
Respondente_6709,Yes,Yes,84134.4,Google Hangouts/Chat,nan,,,India
Respondente_6710,No,Yes,105235.2,Office / productivity suite ,Java,Windows,10 to 19 employees,South Africa
Respondente_6711,No,No,963199.9999999999,Confluence,CoffeeScript,MacOS,"1,000 to 4,999 employees",United States
Respondente_6712,Yes,No,0.0,Office / productivity suite ,C#,Windows,"1,000 to 4,999 employees",United States
Respondente_6713,Yes,No,0.0,nan,nan,,100 to 499 employees,Italy
Respondente_6714,No,Yes,496008.8,Confluence,Go,Linux-based,100 to 499 employees,Canada
Respondente_6715,No,Yes,0.0,nan,nan,,,United Kingdom
Respondente_6716,No,No,280028.0,Office / productivity suite ,C#,Windows,Fewer than 10 employees,United Kingdom
Respondente_6717,No,Yes,0.0,Facebook,Java,,"1,000 to 4,999 employees",United Arab Emirates
Respondente_6718,Yes,Yes,217392.0,Confluence,C#,Windows,100 to 499 employees,Poland
Respondente_6719,No,Yes,107049.59999999999,Office / productivity suite ,C,Windows,"1,000 to 4,999 employees",Taiwan
Respondente_6720,Yes,Yes,479757.6,Confluence,JavaScript,Windows,20 to 99 employees,Netherlands
Respondente_6721,Yes,Yes,0.0,nan,nan,,,Morocco
Respondente_6722,No,No,0.0,nan,Assembly,Linux-based,,France
Respondente_6723,No,Yes,350039.19999999995,Google Hangouts/Chat,C++,MacOS,,United Kingdom
Respondente_6724,No,Yes,0.0,nan,nan,Windows,,United States
Respondente_6725,No,Yes,0.0,nan,nan,,,India
Respondente_6726,No,Yes,0.0,Other chat system ,C,Windows,,Belgium
Respondente_6727,No,No,370098.39999999997,Office / productivity suite ,JavaScript,MacOS,,Italy
Respondente_6728,No,Yes,180969.59999999998,nan,Go,MacOS,Fewer than 10 employees,Estonia
Respondente_6729,No,Yes,100800.0,nan,Java,MacOS,,France
Respondente_6730,No,Yes,21033.6,Slack,JavaScript,Linux-based,10 to 19 employees,India
Respondente_6731,Yes,Yes,248914.4,Confluence,nan,,100 to 499 employees,United Kingdom
Respondente_6732,No,Yes,700688.7999999999,Google Hangouts/Chat,C++,MacOS,20 to 99 employees,Switzerland
Respondente_6733,No,Yes,896000.0,Confluence,C,Windows,,United States
Respondente_6734,Yes,Yes,274148.0,Confluence,Assembly,Windows,20 to 99 employees,Germany
Respondente_6735,No,Yes,0.0,nan,C#,Windows,,Israel
Respondente_6736,No,Yes,287884.8,Office / productivity suite ,C++,Windows,20 to 99 employees,Germany
Respondente_6737,Yes,Yes,268800.0,Slack,JavaScript,MacOS,,Brazil
Respondente_6738,No,Yes,30374.399999999998,Trello,Java,Windows,20 to 99 employees,Pakistan
Respondente_6739,Yes,Yes,315840.0,Confluence,C,MacOS,20 to 99 employees,Belarus
Respondente_6740,No,Yes,156240.0,Facebook,JavaScript,MacOS,Fewer than 10 employees,Belgium
Respondente_6741,No,Yes,250857.59999999998,Google Hangouts/Chat,C#,Windows,10 to 19 employees,Saudi Arabia
Respondente_6742,No,Yes,403760.0,Slack,C#,Windows,20 to 99 employees,United States
Respondente_6743,Yes,Yes,246758.4,Office / productivity suite ,CoffeeScript,Windows,10 to 19 employees,Bulgaria
Respondente_6744,No,Yes,0.0,nan,C,MacOS,20 to 99 employees,India
Respondente_6745,Yes,Yes,409270.39999999997,Confluence,JavaScript,MacOS,"1,000 to 4,999 employees",New Zealand
Respondente_6746,No,Yes,0.0,nan,Assembly,MacOS,,Australia
Respondente_6747,Yes,Yes,137076.8,Google Hangouts/Chat,C#,MacOS,10 to 19 employees,Italy
Respondente_6748,Yes,No,0.0,nan,JavaScript,,"1,000 to 4,999 employees",United Kingdom
Respondente_6749,No,Yes,856716.0,Office / productivity suite ,C,MacOS,,Spain
Respondente_6750,Yes,Yes,0.0,Jira,Java,Linux-based,,Poland
Respondente_6751,Yes,Yes,233357.59999999998,Google Hangouts/Chat,Go,Linux-based,100 to 499 employees,United Kingdom
Respondente_6752,Yes,Yes,0.0,nan,Clojure,,,Germany
Respondente_6753,Yes,Yes,270552.8,Google Hangouts/Chat,C,MacOS,10 to 19 employees,Canada
Respondente_6754,No,Yes,0.0,nan,C#,MacOS,100 to 499 employees,India
Respondente_6755,No,Yes,360735.19999999995,Jira,Groovy,Linux-based,20 to 99 employees,Canada
Respondente_6756,No,Yes,205609.59999999998,nan,Python,Windows,20 to 99 employees,Greece
Respondente_6757,Yes,Yes,0.0,nan,nan,,20 to 99 employees,India
Respondente_6758,No,Yes,34540.799999999996,HipChat,Assembly,,10 to 19 employees,Germany
Respondente_6759,Yes,Yes,73987.2,Jira,C++,Linux-based,10 to 19 employees,Germany
Respondente_6760,Yes,Yes,739200.0,Confluence,Clojure,Linux-based,"10,000 or more employees",United States
Respondente_6761,No,Yes,161414.4,Confluence,Ruby,Linux-based,"5,000 to 9,999 employees",Brazil
Respondente_6762,No,No,671776.0,Slack,C#,Windows,20 to 99 employees,Australia
Respondente_6763,No,No,0.0,nan,C++,MacOS,100 to 499 employees,Germany
